model_name,dataset_name,device,num_samples,mae,rmse,mase,scaled_crps,smape,total_inference_time_sec,average_latency_ms,model_load_duration_sec,gpu_load_memory_mb,avg_cpu_usage_percent,avg_cpu_memory_usage_mb,avg_gpu_usage_percent,avg_gpu_memory_usage_mb
amazon/chronos-t5-mini,m1_monthly,NVIDIA A100-SXM4-80GB,617,1826.37731016314,2204.328540584376,1.184937212580774,0.1120075205559517,0.0799486299056269,707.6680297851562,0.1430272446761158,1.1967496799770745,568.0625,0.8658022690437583,744.2763371150729,0.9367909238249594,44.0
amazon/chronos-t5-small,m1_monthly,NVIDIA A100-SXM4-80GB,617,1757.8470088212257,2103.705369477528,1.1728117887022091,0.1122646336177038,0.0807670844076531,731.7072348594666,0.1820416737585955,1.2036812528967855,638.0625,0.4429497568881662,738.5761750405186,2.092382495948136,24.0
amazon/chronos-t5-base,m1_monthly,NVIDIA A100-SXM4-80GB,617,1659.0996154268034,2024.047679484112,1.1052870626808635,0.1103520479607502,0.0769497276681499,806.8486309051514,0.3037411575675436,1.422143555013463,904.0625,0.8959481361426234,739.8646677471637,12.515397082658025,136.0
amazon/chronos-t5-large,m3_yearly,NVIDIA A100-SXM4-80GB,645,1053.9247404399553,1227.7245204169478,3.060473971018632,0.1107593351964601,0.0893880885589008,785.8363003730774,0.2146048900032372,2.037513060029596,1878.0625,0.8525581395348834,753.1937984496124,4.210852713178294,112.0
amazon/chronos-t5-tiny,m3_yearly,NVIDIA A100-SXM4-80GB,645,1079.511954942519,1265.0983094227895,3.238508013461223,0.1126417820834237,0.0958552568944236,690.9277119636536,0.0674355974487686,1.344387535005808,538.0625,3.0727131782945696,749.6147286821705,0.0527131782945736,24.0
amazon/chronos-t5-mini,m3_yearly,NVIDIA A100-SXM4-80GB,645,1155.286366245329,1349.31347839364,3.5031761920534703,0.1187461995565496,0.1020330536444649,691.971907377243,0.0690103253441711,1.4583844760200009,568.0625,6.431937984496102,753.1984496124031,0.0511627906976744,28.0
amazon/chronos-t5-small,m3_yearly,NVIDIA A100-SXM4-80GB,645,1138.8776798418044,1324.4693248064373,3.432087333773393,0.1192967988311718,0.0985894878960609,700.9375829696655,0.0829156995738329,1.41990124899894,638.0625,6.121395348837182,753.4356589147287,0.1085271317829457,32.0
amazon/chronos-t5-base,m3_yearly,NVIDIA A100-SXM4-80GB,645,1063.636418671504,1236.3359522252097,3.1624757925443867,0.1128845685816387,0.0916435026252444,730.7395896911621,0.1290862665930401,1.6638319179182872,904.0625,6.167751937984501,742.146511627907,0.662015503875969,64.0
amazon/chronos-t5-large,m3_quarterly,NVIDIA A100-SXM4-80GB,756,515.1588852132969,608.8111864107464,1.1988175379264348,0.0657091946321122,0.049406109890545,976.484367609024,0.2880596286538993,2.4090608989354223,1878.0625,6.357407407407422,765.8022486772487,10.198412698412698,176.0
amazon/chronos-t5-tiny,m3_quarterly,NVIDIA A100-SXM4-80GB,756,571.6438202231116,668.8858963198022,1.330525254007456,0.0694767184171422,0.0548511404662773,820.8516068458557,0.0821590861849174,1.7836937230313197,538.0625,6.393518518518513,756.1699735449736,0.1058201058201058,26.0
amazon/chronos-t5-mini,m3_quarterly,NVIDIA A100-SXM4-80GB,756,561.9795547886342,657.61494584048,1.3076962735286104,0.0679323482813655,0.05387825686841,820.8533992767334,0.0821590891661351,1.4041670659789816,568.0625,4.866534391534365,741.4318783068783,0.1216931216931216,22.0
amazon/chronos-t5-large,m3_monthly,NVIDIA A100-SXM4-80GB,1428,620.1334688841907,757.4071275316305,0.8634737047291888,0.0834777341605254,0.0698405341096878,1881.1198632717133,0.313838987850016,6.556748457020149,1876.8125,1.8242296918767509,742.6948529411765,27.09313725490196,330.0
amazon/chronos-t5-tiny,m3_monthly,NVIDIA A100-SXM4-80GB,1428,648.7305737435906,792.1764706965719,0.9155349531791346,0.0845082789584014,0.0725109594788862,1547.8913242816925,0.0805727344355056,1.3948203849140557,536.8125,2.008473389355768,760.5514705882352,0.4005602240896359,42.0
amazon/chronos-t5-mini,m3_monthly,NVIDIA A100-SXM4-80GB,1428,635.2025545084217,771.4646220881782,0.9015510335504284,0.0836941179790352,0.0713635080313801,1549.0851378440857,0.0814023380899372,1.3855739389546216,566.8125,2.0005602240896425,753.6078431372549,0.4145658263305322,44.0
amazon/chronos-t5-small,m3_monthly,NVIDIA A100-SXM4-80GB,1428,640.7864193931126,779.3601139995931,0.891347856219515,0.0846471811264061,0.0716000839489981,1581.12451505661,0.1038329723460341,1.4736604759236798,636.8125,2.0323529411764585,735.5122549019608,0.9775910364145658,24.0
amazon/chronos-t5-base,m3_monthly,NVIDIA A100-SXM4-80GB,1428,621.5387438912937,757.1178767464746,0.8679515838703591,0.0834014031114517,0.0700059780953058,1677.2800662517548,0.1711952979179133,2.536729053943418,902.8125,2.0528011204481764,751.9577205882352,5.24859943977591,138.0
amazon/chronos-t5-large,m3_other,NVIDIA A100-SXM4-80GB,174,201.6309595548784,232.52591933720743,0.7911458907438503,0.0324030098809094,0.0234142843104894,201.18604803085327,0.1477735242277822,2.0094826609129086,1876.8125,2.078735632183908,743.966235632184,3.3505747126436782,238.0
amazon/chronos-t5-tiny,m3_other,NVIDIA A100-SXM4-80GB,174,192.86069964164645,223.44890048805505,0.7776004375579271,0.0312768912513192,0.022584203779799,183.50567388534543,0.0460568029947322,1.205128998029977,536.8125,1.948850574712642,745.5251436781609,0.0862068965517241,30.0
amazon/chronos-t5-mini,m3_other,NVIDIA A100-SXM4-80GB,174,191.2136020342245,220.652572707898,0.7617484408076475,0.0300340821997786,0.0230599278003334,183.55058813095093,0.0463187036829754,1.2963004800258204,566.8125,1.9499999999999984,757.4683908045977,0.0747126436781609,42.0
amazon/chronos-t5-small,m3_other,NVIDIA A100-SXM4-80GB,174,188.52262161823143,216.27563999537543,0.7349775606347306,0.0309368150341089,0.0223850236344287,184.37598061561584,0.0511438608826566,1.312568534980528,636.8125,1.946551724137929,773.4949712643678,0.160919540229885,22.0
amazon/chronos-t5-base,m3_other,NVIDIA A100-SXM4-80GB,174,186.07549521344063,215.11778368229272,0.7396155062111268,0.0309807196288624,0.0224498582691901,189.8823275566101,0.0828153058490448,1.6852750559337435,902.8125,1.953448275862068,745.0775862068965,0.3218390804597701,106.0
amazon/chronos-t5-large,tourism_yearly,NVIDIA A100-SXM4-80GB,518,92258.72008476408,103153.06177675514,3.627261007594397,0.1223990284909002,0.2041527479065457,561.6699016094208,0.0797441594379515,1.98040242807474,1876.8125,1.952895752895744,747.152027027027,0.4613899613899614,108.0
amazon/chronos-t5-tiny,tourism_yearly,NVIDIA A100-SXM4-80GB,518,108586.23484024212,120318.22924170978,3.8221169012949887,0.1399136287878664,0.23253612075865,539.918892621994,0.0372072201005082,1.1399529309710488,536.8125,1.9546332046331965,748.125,0.0328185328185328,24.0
amazon/chronos-t5-mini,tourism_yearly,NVIDIA A100-SXM4-80GB,518,116304.59838926756,131202.60361900387,4.181253329609423,0.1471367447530607,0.2457122185478839,539.8595359325409,0.0371076641116618,1.192046103999019,566.8125,1.9600386100386016,764.4662162162163,0.0212355212355212,30.0
amazon/chronos-t5-small,tourism_yearly,NVIDIA A100-SXM4-80GB,518,112608.21649002514,126119.6635697924,3.9854896195203366,0.1391004310694419,0.2349289489522861,541.182699918747,0.0399507650737848,1.2215027059428394,636.8125,1.958494208494201,751.6469594594595,0.027027027027027,32.0
amazon/chronos-t5-base,tourism_yearly,NVIDIA A100-SXM4-80GB,518,108190.3636411552,120253.88469879044,3.888562586875868,0.1342360667734553,0.2324712564142107,544.5562098026276,0.0466265833350509,1.398299369961023,902.8125,1.9542471042470964,744.6858108108108,0.1119691119691119,62.0
amazon/chronos-t5-large,tourism_quarterly,NVIDIA A100-SXM4-80GB,427,7803.360823458532,9469.89751125174,1.6523651524727938,0.0579028445985334,0.0824218115072764,492.3194351196289,0.1479201326585665,2.1879353190306574,1876.8125,1.9529274004683763,781.172131147541,3.695550351288056,296.0
amazon/chronos-t5-tiny,tourism_quarterly,NVIDIA A100-SXM4-80GB,427,8661.172728394056,10341.05341748601,1.9548685315210648,0.0616033001969604,0.099217414176015,448.57646656036377,0.0451247837038414,1.1796795909758655,536.8125,3.97189695550352,754.25,0.0562060889929742,40.0
amazon/chronos-t5-mini,tourism_quarterly,NVIDIA A100-SXM4-80GB,427,8147.691842312967,9799.538116887095,1.8076447688038213,0.0631587512237451,0.0913292505897845,448.7426671981812,0.0453673667365475,1.525765978032723,566.8125,4.814051522248231,739.6536885245902,0.0398126463700234,42.0
amazon/chronos-t5-small,tourism_quarterly,NVIDIA A100-SXM4-80GB,427,8270.730815763858,9814.67824217095,1.7751188814918346,0.0605585871600628,0.0893693071009075,451.5547745227814,0.0520242485280456,1.2798436830053106,636.8125,4.608430913348943,739.8688524590164,0.1147540983606557,22.0
amazon/chronos-t5-base,tourism_quarterly,NVIDIA A100-SXM4-80GB,427,8143.402023154375,9826.47692990582,1.777626884846379,0.0619335513285583,0.0875634076535569,465.0076408386231,0.0837049279162939,1.5143972299993038,902.8125,3.0606557377049213,758.4426229508197,0.6135831381733021,126.0
amazon/chronos-t5-large,tourism_monthly,NVIDIA A100-SXM4-80GB,366,2247.039133955688,2785.7351137596843,1.784251653588268,0.0815495707184713,0.121900700373122,525.1231169700623,0.428551362753945,2.265500508015976,1876.8125,5.183333333333327,738.6051912568306,51.28688524590164,782.0
amazon/chronos-t5-tiny,tourism_monthly,NVIDIA A100-SXM4-80GB,366,2590.1127449493374,3321.5898993,2.181439722422628,0.0874269813883754,0.1467437150818048,409.061158657074,0.1115605426081354,1.2713632519589737,536.8125,5.814207650273231,727.8493852459017,1.0683060109289615,64.0
amazon/chronos-t5-mini,tourism_monthly,NVIDIA A100-SXM4-80GB,366,2371.0744501089707,3001.0747690062144,1.9398813218493105,0.0830517479049166,0.129847199348355,409.1917262077332,0.112096878170364,1.5352340210229158,566.8125,5.4002732240437,740.343237704918,1.133879781420765,86.0
amazon/chronos-t5-small,tourism_monthly,NVIDIA A100-SXM4-80GB,366,2430.830848045215,3055.5174173823752,1.941494448365032,0.085783544800252,0.1309406071454336,419.3704295158386,0.1401998054397119,1.3734294240130112,636.8125,4.467213114754085,736.3603142076503,2.598360655737705,86.0
amazon/chronos-t5-base,tourism_monthly,NVIDIA A100-SXM4-80GB,366,2238.455580564106,2782.404104982704,1.8325489344084989,0.08403138933165787,0.12467937001279764,451.43849301338196,0.22801530026179315,1.5417576340259984,902.8125,4.666393442622944,737.7780054644809,13.153005464480874,306.0
