backbone,decoder,encoder,adapter,dataset_name,device,task_name,metric,result,backbone memory(MB),decoder memory(MB),train time(ms),train mem peak(MB),train energy(mJ),inference time(ms),inference mem peak(MB),inference energy(mJ)
chronosmini,mlp,,,exchange,NVIDIA GeForce RTX 2080 Ti,ratefore,mae,1.4259851773084626,40.918016,151.29088000000002,5346.71826171875,814.954496,1134.673,6.226325342558089,38.228908597285056,0.20183031674208143
chronostiny,mlp,,,exchange,NVIDIA GeForce RTX 2080 Ti,ratefore,mae,1.595907557076566,16.789504,100.860928,5024.76123046875,538.151936,806.618,5.77117736522968,25.380978678733015,0.14494796380090497
chronoslarge,mlp,,,exchange,NVIDIA GeForce RTX 2080 Ti,ratefore,mae,1.6306881205210526,1417.926656,403.4406399999998,34416.1328125,3452.187648,10614.88,81.47804151509142,70.79010500150844,15.930245098039215
momentlarge,mlp,,,exchange,NVIDIA GeForce RTX 2080 Ti,ratefore,mae,0.4002387450012242,1461.95456,50.332672,18617.3125,1705.510912,4913.702,23.806394063509426,12.987704760181032,1.672181749622926
momentbase,mlp,,,exchange,NVIDIA GeForce RTX 2080 Ti,ratefore,mae,0.398124046937203,455.474688,37.74975999999998,8472.662109375,662.855168,1804.456,13.186931723023612,11.808106184012047,0.49199095022624434
momentsmall,mlp,,,exchange,NVIDIA GeForce RTX 2080 Ti,ratefore,mae,0.40876913034885387,151.835648,25.166848000000016,6441.25830078125,295.77728,736.569,9.481920285462254,10.333595607843137,0.21341176470588236
papageis,mlp,,,exchange,NVIDIA GeForce RTX 2080 Ti,ratefore,mae,0.6855333873724692,23.242752,0.3942399999999999,13251.5517578125,86.724096,1110.496,12.74144195755143,16.298760494720966,0.3777322775263952
papageip,mlp,,,exchange,NVIDIA GeForce RTX 2080 Ti,ratefore,mae,1.9067864295824613,20.068352,0.3942399999999999,12586.1953125,83.549696,1051.313,11.769582004748498,16.298753930618396,0.3566229260935143
papageissvri,mlp,,,exchange,NVIDIA GeForce RTX 2080 Ti,ratefore,mae,0.6621610134570453,20.068352,0.3942399999999999,12765.7568359375,83.549696,1061.78,11.495712490283166,16.298753930618396,0.3317933634992459
chronosbase,mlp,,,ecl,NVIDIA GeForce RTX 2080 Ti,elecfore,mae,0.433487495693841,420.18304,302.580736,69814.96875,1949.74208,19201.284,26.405080504802164,52.734664800157816,3.790976721246794
chronossmall,mlp,,,ecl,NVIDIA GeForce RTX 2080 Ti,elecfore,mae,0.4620100814979511,92.30848,201.720832,43078.09375,1117.961216,9006.712,9.564828526693868,38.32804799053065,0.693599131978694
chronosmini,mlp,,,ecl,NVIDIA GeForce RTX 2080 Ti,elecfore,mae,0.4609496656896556,40.918016,151.29088000000002,35002.671875,814.94528,6580.638,6.0961019619843695,38.22934824856972,0.2215740777273624
chronostiny,mlp,,,ecl,NVIDIA GeForce RTX 2080 Ti,elecfore,mae,0.4889249658050154,16.789504,100.860928,34170.86328125,538.14272,4694.663,5.683634950837621,25.381272064707048,0.10788932728348788
chronoslarge,mlp,,,ecl,NVIDIA GeForce RTX 2080 Ti,elecfore,mae,0.43230191967956877,1417.926656,403.4406399999998,158385.609375,3452.178432,46641.534,82.55554338441279,70.79240219372673,15.991184849082659
momentlarge,mlp,,,ecl,NVIDIA GeForce RTX 2080 Ti,elecfore,mae,0.4315691813353519,1461.95456,50.332672,106272.4609375,1706.025984,24722.072,23.798625783493215,12.987851880844346,1.6547096074176366
momentbase,mlp,,,ecl,NVIDIA GeForce RTX 2080 Ti,elecfore,mae,0.47097002738933363,455.474688,37.74975999999998,62931.4296875,662.42816,10329.691,12.9714102439331,11.80821680962714,0.4092560662852634
momentsmall,mlp,,,ecl,NVIDIA GeForce RTX 2080 Ti,elecfore,mae,0.4368991359018753,151.835648,25.166848000000016,47507.90234375,295.243776,4812.763,9.373287051545725,10.333669738409924,0.2200205168672322
papageis,mlp,,,ecl,NVIDIA GeForce RTX 2080 Ti,elecfore,mae,0.7849309724067978,23.242752,0.3942399999999999,100284.09375,77.43232,8238.284,12.760955456846398,16.301211650424143,0.3523057802327875
papageip,mlp,,,ecl,NVIDIA GeForce RTX 2080 Ti,elecfore,mae,0.8075565425264443,20.068352,0.3942399999999999,95439.3046875,74.25792,7834.403,11.707307653376327,16.30120993332018,0.3177295324521602
papageissvri,mlp,,,ecl,NVIDIA GeForce RTX 2080 Ti,elecfore,mae,0.7918267373245653,20.068352,0.3942399999999999,95079.3515625,74.25792,7892.588,11.639364549783965,16.30120993332018,0.3223661471690669
chronosbase,mlp,,,traffic,NVIDIA GeForce RTX 2080 Ti,trafficfore,mae,0.41040684526963545,420.18304,302.580736,90611.1640625,1949.737472,18925.512,26.38107513597941,52.734500428097704,3.7465631594814592
chronossmall,mlp,,,traffic,NVIDIA GeForce RTX 2080 Ti,trafficfore,mae,0.47140522370321136,92.30848,201.720832,57298.3828125,1117.956608,10105.885,9.52829565181048,38.32790431835997,0.60856888754899
chronosmini,mlp,,,traffic,NVIDIA GeForce RTX 2080 Ti,trafficfore,mae,0.4448180573021136,40.918016,151.29088000000002,39595.609375,814.940672,6990.577,6.109481519987183,38.229265982514306,0.2385474826650588
chronostiny,mlp,,,traffic,NVIDIA GeForce RTX 2080 Ti,trafficfore,mae,0.4507149524191209,16.789504,100.860928,41387.25,538.138112,5351.477,5.6790070779574435,25.381217167319875,0.1193358456436539
chronoslarge,mlp,,,traffic,NVIDIA GeForce RTX 2080 Ti,trafficfore,mae,0.4136704741083536,1417.926656,403.4406399999998,146966.671875,3452.173824,37449.365,82.32470318550153,70.79197235091965,15.974501356647574
momentlarge,mlp,,,traffic,NVIDIA GeForce RTX 2080 Ti,trafficfore,mae,0.37606144792476176,1461.95456,50.332672,139989.984375,1704.448512,23357.12,23.982521124981524,12.987824352125472,1.5909333735302984
momentbase,mlp,,,traffic,NVIDIA GeForce RTX 2080 Ti,trafficfore,mae,0.3990596103208173,455.474688,37.74975999999998,82128.5,661.137408,9343.641,13.05945788502226,11.808196109737708,0.44656315948145914
momentsmall,mlp,,,traffic,NVIDIA GeForce RTX 2080 Ti,trafficfore,mae,0.3954742112956624,151.835648,25.166848000000016,63204.6171875,294.977024,5924.661,9.46996669119512,10.333655867350018,0.23014410611998795
papageis,mlp,,,traffic,NVIDIA GeForce RTX 2080 Ti,trafficfore,mae,1.2046239332767656,23.242752,0.3942399999999999,130977.40625,72.787456,10808.453,12.722162739785636,16.300752998492612,0.35581097377148024
papageip,mlp,,,traffic,NVIDIA GeForce RTX 2080 Ti,trafficfore,mae,1.2074324074738594,20.068352,0.3942399999999999,124982.1953125,69.613056,10311.466,11.704465740159005,16.300750374434735,0.3340934579439252
papageissvri,mlp,,,traffic,NVIDIA GeForce RTX 2080 Ti,trafficfore,mae,1.0801019064316575,20.068352,0.3942399999999999,125468.765625,69.613056,10358.45,11.771177121088524,16.300750374434735,0.31573861923424784
momentlarge,mlp,,,PPG-data,Tesla V100-PCIE-16GB,diasbp,mae,10.130712183510385,1461.95456,0.5258240000000569,121734.78125,2613.989888,43894.734,44.406949857386145,41.998723121951116,8.80139024390244
momentbase,mlp,,,PPG-data,Tesla V100-PCIE-16GB,diasbp,mae,10.261296155976087,455.474688,0.3947519999999827,36996.0234375,1311.500288,14042.174,18.829042899899367,35.41903609756099,3.134
momentsmall,mlp,,,PPG-data,Tesla V100-PCIE-16GB,diasbp,mae,9.825925129215891,151.835648,0.2636800000000221,10243.2802734375,625.839616,3517.97,17.85477328881985,22.004661073170695,1.209
chronostiny,mlp,,,PPG-data,Tesla V100-PCIE-16GB,diasbp,mae,10.182042749916635,16.789504,0.13260799999999762,6012.97802734375,1399.789056,1384.4,12.481572662911764,51.17076604878049,0.938390243902439
chronosmini,mlp,,,PPG-data,Tesla V100-PCIE-16GB,diasbp,mae,10.110806162764387,40.918016,0.1981439999999992,11863.0673828125,2751.832064,2823.319,14.814566216817717,94.3687055609756,1.3213658536585364
chronossmall,mlp,,,PPG-data,Tesla V100-PCIE-16GB,diasbp,mae,10.154094789086319,92.30848,0.2636799999999937,18751.787109375,2841.2416,4639.92,21.196521479909013,94.30469307317071,2.5894146341463413
chronosbase,mlp,,,PPG-data,Tesla V100-PCIE-16GB,diasbp,mae,10.030391786156631,420.18304,0.3947519999999827,46370.2734375,4530.082304,14041.017,52.55359054193264,137.32905209756103,8.502341463414634
chronoslarge,mlp,,,PPG-data,Tesla V100-PCIE-16GB,diasbp,mae,10.08955848507765,1417.926656,0.5258239999998295,115069.765625,6894.023168,39407.608,166.25479721441502,181.1306271219512,27.549024390243904
papageis,mlp,,,PPG-data,Tesla V100-PCIE-16GB,diasbp,mae,9.840053093142625,23.242752,0.2636800000000008,3916.729248046875,641.048576,551.577,22.35316818516429,44.94751843902438,0.9476585365853658
papageip,mlp,,,PPG-data,Tesla V100-PCIE-16GB,diasbp,mae,9.506530575635956,20.068352,0.2636800000000008,3485.1123046875,637.874176,503.384,16.606550984266327,44.94700643902439,0.7776829268292682
papageissvri,mlp,,,PPG-data,Tesla V100-PCIE-16GB,diasbp,mae,10.89641654782179,20.068352,0.2636800000000008,3500.937255859375,637.874176,508.916,16.567117807341784,44.94700643902439,0.770219512195122
momentlarge,mlp,,,PPG-data,Tesla V100-PCIE-16GB,sysbp,mae,17.585667121701125,1461.95456,0.5258240000000569,121508.7578125,2584.105472,43963.565,44.51963266512243,41.998723121951116,8.829585365853658
momentbase,mlp,,,PPG-data,Tesla V100-PCIE-16GB,sysbp,mae,17.35795984035585,455.474688,0.3947519999999827,36993.375,1308.35456,14046.098,18.83564504762975,35.41903609756099,3.1624878048780487
momentsmall,mlp,,,PPG-data,Tesla V100-PCIE-16GB,sysbp,mae,16.80006445907965,151.835648,0.2636800000000221,10205.5322265625,625.839616,3537.737,15.322907517595988,22.004661073170695,1.0558048780487805
chronostiny,mlp,,,PPG-data,Tesla V100-PCIE-16GB,sysbp,mae,18.467416158536587,16.789504,0.13260799999999762,5251.13037109375,1399.789056,1372.02,12.616946092466028,51.17076604878049,0.9391951219512196
chronosmini,mlp,,,PPG-data,Tesla V100-PCIE-16GB,sysbp,mae,17.680932021722562,40.918016,0.1981439999999992,11846.705078125,2751.832064,2828.92,15.574803724521544,94.3687055609756,1.4223170731707317
chronossmall,mlp,,,PPG-data,Tesla V100-PCIE-16GB,sysbp,mae,17.864273815620237,92.30848,0.2636799999999937,18754.607421875,2841.2416,4639.844,21.14666061866574,94.30469307317071,2.5646341463414632
chronosbase,mlp,,,PPG-data,Tesla V100-PCIE-16GB,sysbp,mae,16.853391879942357,420.18304,0.3947519999999827,46336.5390625,4530.082304,14023.37,52.69287453628168,137.32905209756103,8.497609756097562
chronoslarge,mlp,,,PPG-data,Tesla V100-PCIE-16GB,sysbp,mae,17.32843780517578,1417.926656,0.5258239999998295,114570.21875,6894.023168,39255.167,166.00447864067263,181.1306271219512,27.559268292682926
papageis,mlp,,,PPG-data,Tesla V100-PCIE-16GB,sysbp,mae,18.710551750369188,23.242752,0.2636800000000008,3618.532470703125,641.048576,537.185,18.305084810024354,44.94751843902438,0.8296829268292683
papageip,mlp,,,PPG-data,Tesla V100-PCIE-16GB,sysbp,mae,17.80884775301305,20.068352,0.2636800000000008,3509.5234375,637.874176,514.329,16.732627356924663,44.94700643902439,0.7865121951219513
papageissvri,mlp,,,PPG-data,Tesla V100-PCIE-16GB,sysbp,mae,19.75363233612805,20.068352,0.2636800000000008,3498.4150390625,637.874176,510.231,17.136951679136693,44.94700643902439,0.8167073170731708
momentlarge,mlp,,,PPG-data,Tesla V100-PCIE-16GB,heartrate,mae,7.931830057283727,1461.95456,0.5258240000000569,121535.078125,2584.105472,43932.859,44.492167589141104,41.998723121951116,8.848682926829268
momentbase,mlp,,,PPG-data,Tesla V100-PCIE-16GB,heartrate,mae,7.049059425912252,455.474688,0.3947519999999827,36985.92578125,1308.35456,14016.119,18.995310690344834,35.41903609756099,3.1477073170731704
momentsmall,mlp,,,PPG-data,Tesla V100-PCIE-16GB,heartrate,mae,6.692202312190358,151.835648,0.2636800000000221,10207.4169921875,625.839616,3554.259,15.235161339364401,22.004661073170695,1.1171463414634146
chronostiny,mlp,,,PPG-data,Tesla V100-PCIE-16GB,heartrate,mae,8.26263595208889,16.789504,0.13260799999999762,5256.98681640625,1399.789056,1360.52,12.533168432189196,51.17076604878049,0.9231463414634146
chronosmini,mlp,,,PPG-data,Tesla V100-PCIE-16GB,heartrate,mae,8.187608486268578,40.918016,0.1981439999999992,11815.8984375,2751.832064,2817.282,14.835834549694527,94.3687055609756,1.3300975609756096
chronossmall,mlp,,,PPG-data,Tesla V100-PCIE-16GB,heartrate,mae,8.092311952172256,92.30848,0.2636799999999937,18787.30078125,2841.2416,4657.796,21.39533491832454,94.30469307317071,2.613731707317073
chronosbase,mlp,,,PPG-data,Tesla V100-PCIE-16GB,heartrate,mae,7.970923260944645,420.18304,0.3947519999999827,46323.2109375,4530.082304,14013.893,52.67877560127072,137.32905209756103,8.457
chronoslarge,mlp,,,PPG-data,Tesla V100-PCIE-16GB,heartrate,mae,7.969073411895008,1417.926656,0.5258239999998295,114613.578125,6894.023168,39435.847,166.0255495397056,181.1306271219512,27.527048780487807
papageis,mlp,,,PPG-data,Tesla V100-PCIE-16GB,heartrate,mae,8.092241892000525,23.242752,0.2636800000000008,3607.511962890625,641.048576,531.233,18.430253447555913,44.94751843902438,0.848780487804878
papageip,mlp,,,PPG-data,Tesla V100-PCIE-16GB,heartrate,mae,6.073540571259289,20.068352,0.2636800000000008,3518.488525390625,637.874176,515.321,16.749414467230075,44.94700643902439,0.8058780487804879
papageissvri,mlp,,,PPG-data,Tesla V100-PCIE-16GB,heartrate,mae,7.537862172940883,20.068352,0.2636800000000008,3501.0078125,637.874176,519.284,16.811922515310894,44.94700643902439,0.800219512195122
momentlarge,mlp,,,ecg5000,Tesla V100-PCIE-16GB,ecgclass,accuracy,0.9315555555555556,1461.95456,0.5278720000001158,70195.5078125,1600.961536,23042.562,21.895439908769397,12.726271886222094,2.278774444444444
momentsmall,mlp,,,ecg5000,Tesla V100-PCIE-16GB,ecgclass,accuracy,0.9257777777777778,151.835648,0.26572799999999575,8231.6826171875,228.714496,1935.899,8.700333770328099,10.203135886222213,0.5499035555555555
momentbase,mlp,,,ecg5000,Tesla V100-PCIE-16GB,ecgclass,accuracy,0.9282222222222222,455.474688,0.3967999999999847,22965.556640625,579.252736,6552.974,12.074113542556763,11.61215988622223,0.8274106666666666
chronostiny,mlp,,,ecg5000,Tesla V100-PCIE-16GB,ecgclass,accuracy,0.824,16.789504,0.13465599999999966,10485.720703125,489.074176,2098.356,5.429414893786112,24.855039886222222,0.39680177777777775
chronosmini,mlp,,,ecg5000,Tesla V100-PCIE-16GB,ecgclass,accuracy,0.8595555555555555,40.918016,0.20019200000000126,16343.427734375,957.543936,3748.356,6.631200590557523,37.44051188622223,0.7602802222222222
chronossmall,mlp,,,ecg5000,Tesla V100-PCIE-16GB,ecgclass,accuracy,0.8577777777777778,92.30848,0.26572799999999575,30665.904296875,1021.738496,6716.178,10.264109983232286,36.95001588622222,1.1149393333333333
chronosbase,mlp,,,ecg5000,Tesla V100-PCIE-16GB,ecgclass,accuracy,0.878,420.18304,0.3967999999999847,68106.65625,1801.910784,19580.748,26.445057770199245,51.158015886222245,3.7420535555555556
chronoslarge,mlp,,,ecg5000,Tesla V100-PCIE-16GB,ecgclass,accuracy,0.9031111111111111,1417.926656,0.5278719999998884,181788.40625,3256.410624,55428.477,66.0844254981147,67.45086407111125,10.683205777777777
papageis,mlp,,,ecg5000,Tesla V100-PCIE-16GB,ecgclass,accuracy,0.8802222222222222,23.242752,0.2657279999999993,10558.6494140625,142.904832,1140.961,10.983707650502522,13.979185948444439,0.59304
papageip,mlp,,,ecg5000,Tesla V100-PCIE-16GB,ecgclass,accuracy,0.7542222222222222,20.068352,0.2657279999999993,9926.3203125,139.730432,1063.538,10.168425700717503,13.97918424177778,0.5666993333333333
papageissvri,mlp,,,ecg5000,Tesla V100-PCIE-16GB,ecgclass,accuracy,0.8908888888888888,20.068352,0.2657279999999993,9986.001953125,139.730432,1066.414,10.098790371576944,13.97918424177778,0.5628973333333334
momentlarge,mlp,,,UWaveGestureLibraryAll,Tesla V100-PCIE-16GB,gestureclass,accuracy,0.9274148520379676,1461.95456,0.5294080000001031,337707.875,1741.690368,81261.82,22.040855406117398,16.683007857063103,3.176247347850363
momentsmall,mlp,,,UWaveGestureLibraryAll,Tesla V100-PCIE-16GB,gestureclass,accuracy,0.8833054159687326,151.835648,0.2672640000000115,33554.640625,274.288128,7008.271,8.856585046820372,11.775999857063084,0.6299279731993299
momentbase,mlp,,,UWaveGestureLibraryAll,Tesla V100-PCIE-16GB,gestureclass,accuracy,0.8858179787828029,455.474688,0.39833599999997205,106982.1484375,667.91936,24062.664,12.14920484334114,14.526975857063121,1.0622194304857622
chronostiny,mlp,,,UWaveGestureLibraryAll,Tesla V100-PCIE-16GB,gestureclass,accuracy,0.7370184254606366,16.789504,0.13619199999999765,55011.08203125,489.083392,8237.932,5.476874127859246,24.855039857063094,0.43554187604690114
chronosmini,mlp,,,UWaveGestureLibraryAll,Tesla V100-PCIE-16GB,gestureclass,accuracy,0.7777777777777778,40.918016,0.2017279999999957,98981.1796875,957.553152,17298.796,6.660224420541096,37.4405118570631,0.7844148520379677
chronossmall,mlp,,,UWaveGestureLibraryAll,Tesla V100-PCIE-16GB,gestureclass,accuracy,0.7783361250697934,92.30848,0.2672639999999973,206396.03125,1021.747712,34843.198,10.275820958953807,36.95001585706309,1.1572051926298157
chronosbase,mlp,,,UWaveGestureLibraryAll,Tesla V100-PCIE-16GB,gestureclass,accuracy,0.7872696817420436,420.18304,0.39833599999997205,666757.3125,1803.623936,134088.217,26.48962097018874,51.15801585706316,3.830750418760469
chronoslarge,mlp,,,UWaveGestureLibraryAll,Tesla V100-PCIE-16GB,gestureclass,accuracy,0.8243997766610832,1417.926656,0.5294079999998758,2062525.375,3256.41984,423757.919,66.06679072292206,67.45085998883292,10.859992462311558
papageis,mlp,,,UWaveGestureLibraryAll,Tesla V100-PCIE-16GB,gestureclass,accuracy,0.9034059184812954,23.242752,0.26726400000000083,39908.37890625,205.413888,2859.017,11.00877440488252,15.943612676716917,0.5879494695700725
papageip,mlp,,,UWaveGestureLibraryAll,Tesla V100-PCIE-16GB,gestureclass,accuracy,0.6929089893914014,20.068352,0.26726400000000083,35522.67578125,202.239488,2622.779,10.061964304736046,15.943610246789497,0.5759374651032942
papageissvri,mlp,,,UWaveGestureLibraryAll,Tesla V100-PCIE-16GB,gestureclass,accuracy,0.9184812953657174,20.068352,0.26726400000000083,35319.984375,202.239488,2605.908,10.023826530963465,15.943610246789497,0.5679455611390284
chronosbase,mlp,,,weather,Tesla V100-PCIE-16GB,weatherfore,mae,0.29915723851966197,420.18304,302.580736,110914.90625,1950.144512,33213.971,26.307482400362584,52.734823557789014,3.868212118283726
chronossmall,mlp,,,weather,Tesla V100-PCIE-16GB,weatherfore,mae,0.3577938595684596,92.30848,201.720832,53929.39453125,1117.970432,13168.313,10.03357843703914,38.32821832238113,1.2854232701971395
chronosmini,mlp,,,weather,Tesla V100-PCIE-16GB,weatherfore,mae,0.3054818931724752,40.918016,151.29088000000002,40462.05859375,814.954496,9015.544,6.464856033349157,38.22942770467722,0.8559929454967143
chronostiny,mlp,,,weather,Tesla V100-PCIE-16GB,weatherfore,mae,0.3161362027212742,16.789504,100.860928,38594.6328125,538.151936,6389.233,5.306347569306015,25.381325086973334,0.494245651333591
chronoslarge,mlp,,,weather,Tesla V100-PCIE-16GB,weatherfore,mae,0.30191986537222243,1417.926656,403.4406399999998,267748.09375,3452.187648,85588.926,65.8628091823193,70.79281735446466,10.908666312330885
momentlarge,mlp,,,weather,Tesla V100-PCIE-16GB,weatherfore,mae,0.02709810262446183,1461.95456,50.332672,144111.328125,1705.510912,40275.144,22.372532930989777,12.987878469269617,2.172414089679165
momentbase,mlp,,,weather,Tesla V100-PCIE-16GB,weatherfore,mae,0.027118303836044088,455.474688,37.74975999999998,64861.2265625,662.855168,14576.007,12.279651230995288,11.808236802473914,0.951435543100116
momentsmall,mlp,,,weather,Tesla V100-PCIE-16GB,weatherfore,mae,0.027228495535749884,151.835648,25.166848000000016,49214.859375,295.77728,5968.736,8.87174891623743,10.33368313567837,0.558751256281407
papageis,mlp,,,weather,Tesla V100-PCIE-16GB,weatherfore,mae,0.07721714807900783,23.242752,0.3942399999999999,103814.4765625,86.724096,8793.674,10.967893410337261,16.301654636258213,0.5623403556242753
papageip,mlp,,,weather,Tesla V100-PCIE-16GB,weatherfore,mae,0.07272911003009791,20.068352,0.3942399999999999,99646.8203125,83.549696,8434.891,10.010895246606008,16.30165379512949,0.543278314650174
papageissvri,mlp,,,weather,Tesla V100-PCIE-16GB,weatherfore,mae,0.06316831102787114,20.068352,0.3942399999999999,100122.71875,83.549696,8426.709,10.131290609420935,16.30165379512949,0.5362863355237727
chronosbase,mlp,,,traffic,Tesla V100-PCIE-16GB,trafficfore,mae,0.41040684536694205,420.18304,302.580736,90611.1640625,1949.737472,18925.512,26.35578159945249,52.734500428097704,3.741988543864938
chronossmall,mlp,,,traffic,Tesla V100-PCIE-16GB,trafficfore,mae,0.47140522359869147,92.30848,201.720832,57298.3828125,1117.956608,10105.885,10.11025824818512,38.32790431835997,1.2431136569189027
chronosmini,mlp,,,traffic,Tesla V100-PCIE-16GB,trafficfore,mae,0.4448180573179606,40.918016,151.29088000000002,39595.609375,814.940672,6990.577,6.504966356468948,38.229265982514306,0.822722640940609
chronostiny,mlp,,,traffic,Tesla V100-PCIE-16GB,trafficfore,mae,0.45071495229088,16.789504,100.860928,41387.25,538.138112,5351.477,5.3619335835548565,25.381217167319875,0.4726050648176063
chronoslarge,mlp,,,traffic,Tesla V100-PCIE-16GB,trafficfore,mae,0.41367047412339364,1417.926656,403.4406399999998,146966.671875,3452.173824,37449.365,65.88966676000733,70.79197235091965,10.907401869158878
momentlarge,mlp,,,traffic,Tesla V100-PCIE-16GB,trafficfore,mae,0.37606144788505586,1461.95456,50.332672,139989.984375,1704.448512,23357.12,22.190024516508455,12.987824352125472,2.488672595719023
momentbase,mlp,,,traffic,Tesla V100-PCIE-16GB,trafficfore,mae,0.39905961031480414,455.474688,37.74975999999998,82128.5,661.137408,9343.641,12.193747428155714,11.808196109737708,0.9374769369912571
momentsmall,mlp,,,traffic,Tesla V100-PCIE-16GB,trafficfore,mae,0.3954742113508109,151.835648,25.166848000000016,63204.6171875,294.977024,5924.661,8.886764725037358,10.333655867350018,0.5846282785649684
papageis,mlp,,,traffic,Tesla V100-PCIE-16GB,trafficfore,mae,1.2046239733199329,23.242752,0.3942399999999999,130977.40625,72.787456,10808.453,10.964221218029778,16.300752998492612,0.5614148326801327
papageip,mlp,,,traffic,Tesla V100-PCIE-16GB,trafficfore,mae,1.2074324116719997,20.068352,0.3942399999999999,124982.1953125,69.613056,10311.466,10.022756265738588,16.300750374434735,0.5496915887850468
papageissvri,mlp,,,traffic,Tesla V100-PCIE-16GB,trafficfore,mae,1.08010189770396,20.068352,0.3942399999999999,125468.765625,69.613056,10358.45,9.866593429616032,16.300750374434735,0.5419583961410914
chronosbase,mlp,,,ETTh1,Tesla V100-PCIE-16GB,etth1fore,mae,0.7172316717461893,420.18304,302.580736,22332.98046875,1948.440576,7019.446,26.350296014123977,52.73438936110074,3.6900516920788395
chronossmall,mlp,,,ETTh1,Tesla V100-PCIE-16GB,etth1fore,mae,0.8261664083532643,92.30848,201.720832,10426.38671875,1117.970432,2740.901,10.115664104406344,38.32780723837857,1.211654146522871
chronosmini,mlp,,,ETTh1,Tesla V100-PCIE-16GB,etth1fore,mae,0.5751036025680681,40.918016,151.29088000000002,7396.27197265625,814.430208,1819.544,6.508076630369267,38.22921039494233,0.8050100409074005
chronostiny,mlp,,,ETTh1,Tesla V100-PCIE-16GB,etth1fore,mae,0.5781816529259332,16.789504,100.860928,5196.55810546875,538.151936,1095.892,5.421782720040193,25.38118007288955,0.46230271476385276
chronoslarge,mlp,,,ETTh1,Tesla V100-PCIE-16GB,etth1fore,mae,0.5492763013153723,1417.926656,403.4406399999998,56516.73046875,3452.187648,18439.391,65.90768567954532,70.79168190405358,10.855083302342878
momentlarge,mlp,,,ETTh1,Tesla V100-PCIE-16GB,etth1fore,mae,0.22808222166397837,1461.95456,50.332672,29105.12890625,1704.462336,8522.223,22.12677566709905,12.98780575083697,2.365003718854593
momentbase,mlp,,,ETTh1,Tesla V100-PCIE-16GB,etth1fore,mae,0.23292693852133906,455.474688,37.74975999999998,11648.0849609375,663.6416,2941.82,12.360867224736213,11.8081821227222,0.9739460766084046
momentsmall,mlp,,,ETTh1,Tesla V100-PCIE-16GB,etth1fore,mae,0.21938321478714906,151.835648,25.166848000000016,6052.05078125,295.77728,1026.5,9.031587766333113,10.333646494607649,0.5713715135738192
papageis,mlp,,,ETTh1,Tesla V100-PCIE-16GB,etth1fore,mae,0.9404443823825325,23.242752,0.3942399999999999,11897.1357421875,86.724096,1190.365,11.147356106030006,16.300443085161767,0.5827266641874302
papageip,mlp,,,ETTh1,Tesla V100-PCIE-16GB,etth1fore,mae,1.4097608889343174,20.068352,0.3942399999999999,11285.0263671875,83.549696,1134.85,9.861479544648454,16.300439848270727,0.5462223875046486
papageissvri,mlp,,,ETTh1,Tesla V100-PCIE-16GB,etth1fore,mae,0.5054939823160621,20.068352,0.3942399999999999,11328.3193359375,83.549696,1144.229,10.049105533927557,16.300439848270727,0.5474964670881369
chronosbase,mlp,,,exchange,Tesla V100-PCIE-16GB,ratefore,mae,1.6803839358190675,420.18304,302.580736,14189.2001953125,1949.751296,4054.614,26.46731047680655,52.73378635294114,3.688556561085973
chronossmall,mlp,,,exchange,Tesla V100-PCIE-16GB,ratefore,mae,1.3684689172863365,92.30848,201.720832,7220.82080078125,1117.970432,1628.921,10.259581850664649,38.32752651583712,1.2003544494720966
chronosmini,mlp,,,exchange,Tesla V100-PCIE-16GB,ratefore,mae,1.4259851772911718,40.918016,151.29088000000002,5346.71826171875,814.954496,1134.673,6.661627587150125,38.228908597285056,0.8011817496229261
chronostiny,mlp,,,exchange,Tesla V100-PCIE-16GB,ratefore,mae,1.5959075571539014,16.789504,100.860928,5024.76123046875,538.151936,806.618,5.534341134636651,25.380978678733015,0.42765460030165914
chronoslarge,mlp,,,exchange,Tesla V100-PCIE-16GB,ratefore,mae,1.6306881205143047,1417.926656,403.4406399999998,34416.1328125,3452.187648,10614.88,66.04636570051605,70.79010500150844,10.753849170437407
momentlarge,mlp,,,exchange,Tesla V100-PCIE-16GB,ratefore,mae,0.40023874557106814,1461.95456,50.332672,18617.3125,1705.510912,4913.702,22.454966598326624,12.987704760181032,2.3897164404223226
momentbase,mlp,,,exchange,Tesla V100-PCIE-16GB,ratefore,mae,0.39812404707322574,455.474688,37.74975999999998,8472.662109375,662.855168,1804.456,12.670500779044035,11.808106184012047,0.9409803921568628
momentsmall,mlp,,,exchange,Tesla V100-PCIE-16GB,ratefore,mae,0.40876912988319264,151.835648,25.166848000000016,6441.25830078125,295.77728,736.569,9.112077732431404,10.333595607843137,0.5776990950226244
papageis,mlp,,,exchange,Tesla V100-PCIE-16GB,ratefore,mae,0.6855333309777617,23.242752,0.3942399999999999,13251.5517578125,86.724096,1110.496,11.106953820851414,16.298760494720966,0.5617926093514329
papageip,mlp,,,exchange,Tesla V100-PCIE-16GB,ratefore,mae,1.9067864212419126,20.068352,0.3942399999999999,12586.1953125,83.549696,1051.313,10.157208724618856,16.298753930618396,0.5590067873303168
papageissvri,mlp,,,exchange,Tesla V100-PCIE-16GB,ratefore,mae,0.662161018232239,20.068352,0.3942399999999999,12765.7568359375,83.549696,1061.78,10.13089199123699,16.298753930618396,0.5514200603318251
